,Unnamed: 0.1,Unnamed: 0,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2138,2138,160091,1334923380,5.18,5.18,5.18,5.18,1.6956677,8.783558686,5.18
2139,2139,160111,1334924580,5.17,5.17,5.17,5.17,2.16492993,11.192687738,5.17
2140,2140,160130,1334925720,5.12,5.12,5.12,5.12,5.74884942,29.43410903,5.12
2141,2141,160131,1334925780,5.12,5.12,5.12,5.12,15.9796662,81.815890944,5.12
2142,2142,160408,1334942400,5.15,5.15,5.15,5.15,7.4697596,38.46926194,5.15
2143,2143,160419,1334943060,5.13,5.13,5.13,5.13,4.3094925,22.107696525,5.13
2144,2144,160420,1334943120,5.12,5.12,5.12,5.12,2.15895474,11.053848269,5.12
2145,2145,160421,1334943180,5.11,5.11,5.11,5.11,2.19022593,11.192054502,5.11
2146,2146,160422,1334943240,5.1,5.1,5.1,5.1,2.19798162,11.209706262,5.1
2147,2147,160423,1334943300,5.09,5.09,5.09,5.09,20.67358561,105.22855075,5.09
2148,2148,160531,1334949780,5.15,5.15,5.15,5.15,9.45855978,48.711582867,5.15
2149,2149,160532,1334949840,5.16,5.19,5.16,5.19,73.4906507,380.73549819,5.1807338017
2150,2150,160533,1334949900,5.19,5.22,5.19,5.22,12.36399173,64.410413186,5.209516036
2151,2151,160546,1334950680,5.2,5.2,5.19,5.19,18.6,96.587634615,5.1928835815
2152,2152,160582,1334952840,5.23,5.23,5.23,5.23,3.52839146,18.453487336,5.23
2153,2153,160586,1334953080,5.24,5.24,5.24,5.24,5.78761236,30.327088766,5.24
2154,2154,160623,1334955300,5.28,5.28,5.28,5.28,2.94751589,15.562883899,5.28
2155,2155,160659,1334957460,5.31,5.31,5.31,5.31,2.91988661,15.504597899,5.31
2156,2156,160683,1334958900,5.35,5.35,5.35,5.35,2.91162638,15.577201133,5.35
2157,2157,160686,1334959080,5.36,5.36,5.36,5.36,5.85589802,31.387613387,5.36
2158,2158,160688,1334959200,5.37,5.38,5.37,5.38,14.77157237,79.412737383,5.3760517428
2159,2159,160836,1334968080,5.4,5.43,5.4,5.43,24.07880088,130.57220505,5.422703801
2160,2160,160885,1334971020,5.37,5.37,5.37,5.37,22.2,119.214,5.37
2161,2161,160978,1334976600,5.37,5.37,5.37,5.37,2.48309202,13.334204147,5.37
2162,2162,161158,1334987400,5.37,5.37,5.37,5.37,3.14,16.8618,5.37
2163,2163,161159,1334987460,5.37,5.37,5.37,5.37,2.89,15.5193,5.37
2164,2164,161161,1334987580,5.37,5.37,5.37,5.37,0.76,4.0812,5.37
2165,2165,161199,1334989860,5.36,5.36,5.36,5.36,1.83515,9.836404,5.36
2166,2166,161209,1334990460,5.35,5.35,5.35,5.35,1.31705998,7.046270893,5.35
2167,2167,161217,1334990940,5.35,5.35,5.34,5.34,13.56517017,72.469190758,5.3422986848
2168,2168,161289,1334995260,5.32,5.32,5.32,5.32,7.1,37.772,5.32
2169,2169,161494,1335007560,5.32,5.32,5.32,5.32,7.49401483,39.868158896,5.32
2170,2170,161544,1335010560,5.29,5.29,5.29,5.29,6.7,35.443,5.29
2171,2171,161561,1335011580,5.29,5.29,5.25,5.25,5.1513147,27.088212776,5.2585047417
2172,2172,161572,1335012240,5.2,5.2,5.2,5.2,1.0,5.2,5.2
2173,2173,161574,1335012360,5.2,5.2,5.2,5.2,1.13687258,5.911737416,5.2
2174,2174,161637,1335016140,5.2,5.2,5.2,5.2,2.17173971,11.293046492,5.2
2175,2175,161708,1335020400,5.19,5.19,5.19,5.19,50.66889479,262.97156396,5.19
2176,2176,161785,1335025020,5.19,5.19,5.19,5.19,5.11918146,26.568551777,5.19
2177,2177,161868,1335030000,5.19,5.19,5.19,5.19,90.6,470.214,5.19
2178,2178,161943,1335034500,5.24,5.24,5.24,5.24,5.27622002,27.647392905,5.24
2179,2179,161969,1335036060,5.25,5.26,5.25,5.26,42.25605404,222.21565244,5.258788533
2180,2180,162220,1335051120,5.24,5.24,5.24,5.24,5.0,26.2,5.24
2181,2181,162369,1335060060,5.24,5.24,5.24,5.24,6.39870323,33.529204925,5.24
2182,2182,162370,1335060120,5.23,5.23,5.21,5.21,9.65030233,50.354411829,5.2179102899
2183,2183,162714,1335080760,5.21,5.21,5.21,5.21,12.7,66.167,5.21
2184,2184,163024,1335099360,5.21,5.21,5.21,5.21,12.68861277,66.107672532,5.21
2185,2185,163063,1335101700,5.25,5.25,5.25,5.25,8.19300617,43.013282393,5.25
2186,2186,163094,1335103560,5.2,5.2,5.2,5.2,11.55249929,60.072996308,5.2
2187,2187,163141,1335106380,5.24,5.24,5.24,5.24,24.84038461,130.16361536,5.24
2188,2188,163142,1335106440,5.24,5.24,5.24,5.24,0.03625954,0.1899999896,5.24
2189,2189,163143,1335106500,5.21,5.21,5.21,5.21,3.0,15.63,5.21
2190,2190,163206,1335110280,5.2,5.2,5.2,5.2,19.15,99.58,5.2
2191,2191,163227,1335111540,5.2,5.2,5.19,5.19,9.8,50.88739317,5.1925911398
2192,2192,163228,1335111600,5.19,5.19,5.18,5.18,5.9,30.56224561,5.1800416289
2193,2193,163389,1335121260,5.18,5.18,5.18,5.18,7.67349102,39.748683484,5.18
2194,2194,163522,1335129240,5.17,5.17,5.17,5.17,7.98538367,41.284433574,5.17
2195,2195,163928,1335153600,5.2,5.25,5.2,5.23,9.41538462,49.180781223,5.2234489836
2196,2196,163990,1335157320,5.19,5.19,5.19,5.19,7.0,36.33,5.19
2197,2197,164034,1335159960,5.19,5.19,5.17,5.17,10.13151094,52.405229781,5.1724989581
2198,2198,164130,1335165720,5.21,5.21,5.21,5.21,30.02305345,156.42010847,5.21
2199,2199,164184,1335168960,5.17,5.17,5.17,5.17,8.97968075,46.424949478,5.17
2200,2200,164291,1335175380,5.19,5.19,5.19,5.19,4.45248495,23.10839689,5.19
2201,2201,164292,1335175440,5.19,5.19,5.19,5.19,3.04751505,15.81660311,5.19
2202,2202,164294,1335175560,5.19,5.2,5.19,5.2,32.3,167.9595093,5.1999848079
2203,2203,164363,1335179700,5.17,5.17,5.17,5.17,16.92,87.4764,5.17
2204,2204,164401,1335181980,5.2,5.2,5.2,5.2,16.05074156,83.463856112,5.2
2205,2205,164426,1335183480,5.17,5.17,5.17,5.17,2.53608202,13.111544043,5.17
2206,2206,164429,1335183660,5.17,5.17,5.17,5.17,51.8,267.806,5.17
2207,2207,164430,1335183720,5.17,5.17,5.17,5.17,15.2,78.584,5.17
2208,2208,164473,1335186300,5.17,5.17,5.17,5.17,1.0,5.17,5.17
2209,2209,164480,1335186720,5.17,5.17,5.17,5.17,5.0,25.85,5.17
2210,2210,164481,1335186780,5.16,5.17,5.16,5.17,9.79497099,50.580000018,5.1638744076
2211,2211,164485,1335187020,5.17,5.17,5.17,5.17,3.09658554,16.009347242,5.17
2212,2212,164501,1335187980,5.16,5.16,5.16,5.16,3.22263834,16.628813834,5.16
2213,2213,164629,1335195660,5.18,5.18,5.18,5.18,1.598,8.27764,5.18
2214,2214,164731,1335201780,5.16,5.16,5.15,5.15,16.30596947,84.056563083,5.1549564862
2215,2215,164745,1335202620,5.15,5.15,5.15,5.15,18.25825242,94.029999963,5.15
2216,2216,164767,1335203940,5.14,5.14,5.14,5.14,68.81677855,353.71824175,5.14
2217,2217,164774,1335204360,5.14,5.14,5.14,5.14,300.51609759,1544.6527416,5.14
2218,2218,164803,1335206100,5.15,5.15,5.15,5.15,12.0,61.8,5.15
2219,2219,165047,1335220740,5.15,5.15,5.15,5.15,19.37984496,99.806201544,5.15
2220,2220,165056,1335221280,5.15,5.15,5.15,5.15,97.32364341,501.21676356,5.15
2221,2221,165082,1335222840,5.15,5.15,5.15,5.15,39.31277769,202.4608051,5.15
2222,2222,165112,1335224640,5.14,5.14,5.13,5.13,26.5,135.96888307,5.1309012478
2223,2223,165113,1335224700,5.13,5.13,5.13,5.13,0.01431775,0.0734500575,5.13
2224,2224,165121,1335225180,5.11,5.11,5.1,5.1,63.5,324.0323092,5.102871011
2225,2225,165122,1335225240,5.1,5.1,5.08,5.08,7.30468772,37.130102279,5.0830512819
2226,2226,165125,1335225420,5.05,5.05,5.0,5.0,46.65995661,234.37320719,5.0230052537
2227,2227,165132,1335225840,4.99,4.99,4.98,4.98,7.3,36.408906024,4.9875213731
2228,2228,165151,1335226980,5.06,5.06,5.06,5.06,6.4090909,32.429999954,5.06
2229,2229,165429,1335243660,5.03,5.05,5.03,5.05,7.69225459,38.747486022,5.0372079563
2230,2230,165456,1335245280,5.08,5.08,5.08,5.08,2.33346748,11.854014798,5.08
2231,2231,165463,1335245700,5.08,5.08,5.08,5.08,0.66653252,3.3859852016,5.08
2232,2232,165473,1335246300,5.05,5.05,5.05,5.05,100.5,507.525,5.05
2233,2233,165476,1335246480,5.05,5.05,5.05,5.05,6.0,30.3,5.05
2234,2234,165477,1335246540,5.05,5.05,5.05,5.05,80.4,406.02,5.05
2235,2235,165478,1335246600,5.05,5.05,5.05,5.05,0.32,1.616,5.05
2236,2236,165480,1335246720,5.05,5.05,5.05,5.05,4.9,24.745,5.05
2237,2237,165573,1335252300,5.05,5.05,5.05,5.05,17.73267327,89.550000013,5.05
2238,2238,165616,1335254880,5.04,5.04,5.04,5.04,18.16865079,91.569999982,5.04
2239,2239,165630,1335255720,5.04,5.04,5.04,5.04,0.21031746,1.0599999984,5.04
2240,2240,165633,1335255900,5.04,5.05,5.04,5.05,40.34336309,203.73092324,5.0499241421
2241,2241,165660,1335257520,5.07,5.07,5.07,5.07,203.01620567,1029.2921627,5.07
2242,2242,165661,1335257580,5.07,5.07,5.07,5.07,95.4,483.678,5.07
2243,2243,165662,1335257640,5.07,5.08,5.07,5.07,56.72874016,287.82600001,5.0737245213
2244,2244,165663,1335257700,5.07,5.07,5.07,5.07,28.6,145.002,5.07
2245,2245,165664,1335257760,5.07,5.07,5.07,5.07,23.5,119.145,5.07
2246,2246,165668,1335258000,5.07,5.07,5.07,5.07,5.1,25.857,5.07
2247,2247,165671,1335258180,5.08,5.08,5.08,5.08,10.97637795,55.759999986,5.08
2248,2248,165673,1335258300,5.07,5.07,5.07,5.07,2.49455675,12.647402723,5.07
2249,2249,165679,1335258660,5.08,5.08,5.08,5.08,256.2,1301.496,5.08
2250,2250,165684,1335258960,5.08,5.08,5.08,5.08,25.46259843,129.35000002,5.08
2251,2251,165718,1335261000,5.07,5.08,5.07,5.08,117.6,596.698,5.073962585
2252,2252,165719,1335261060,5.08,5.08,5.08,5.08,41.6,211.328,5.08
2253,2253,165720,1335261120,5.07,5.07,5.07,5.07,6.22090729,31.53999996,5.07
2254,2254,165726,1335261480,5.08,5.08,5.08,5.08,89.1,452.628,5.08
2255,2255,165756,1335263280,5.08,5.08,5.08,5.08,51.37992126,261.01,5.08
2256,2256,165763,1335263700,5.08,5.08,5.08,5.08,2.5,12.7,5.08
2257,2257,165774,1335264360,5.08,5.08,5.08,5.08,8.6,43.688,5.08
2258,2258,165780,1335264720,5.08,5.08,5.08,5.08,0.00127551,0.0064795908,5.08
2259,2259,165782,1335264840,5.09,5.09,5.09,5.09,80.4483,409.481847,5.09
2260,2260,165786,1335265080,5.1,5.1,5.1,5.1,0.81723817,4.167914667,5.1
2261,2261,165791,1335265380,5.11,5.11,5.11,5.11,1.05044584,5.3677782424,5.11
2262,2262,165802,1335266040,5.13,5.13,5.13,5.13,2.49455675,12.797076128,5.13
2263,2263,165813,1335266700,5.14,5.14,5.14,5.14,2.1718479,11.163298206,5.14
2264,2264,165822,1335267240,5.14,5.14,5.14,5.14,9.5,48.83,5.14
2265,2265,165824,1335267360,5.15,5.15,5.15,5.15,0.01747572,0.089999958,5.15
2266,2266,165840,1335268320,5.15,5.15,5.15,5.15,2.15011365,11.073085298,5.15
2267,2267,165841,1335268380,5.15,5.15,5.15,5.15,9.82852713,50.61691472,5.15
2268,2268,165852,1335269040,5.11,5.11,5.11,5.11,5.89930171,30.145431738,5.11
2269,2269,165866,1335269880,5.15,5.15,5.15,5.15,76.02206219,391.51362028,5.15
2270,2270,165906,1335272280,5.11,5.11,5.11,5.11,6.0,30.66,5.11
2271,2271,165908,1335272400,5.11,5.11,5.11,5.11,6.0,30.66,5.11
2272,2272,165925,1335273420,5.12,5.12,5.12,5.12,1.94335938,9.9500000256,5.12
2273,2273,165927,1335273540,5.12,5.12,5.12,5.12,6.57299444,33.653731533,5.12
2274,2274,165945,1335274620,5.12,5.12,5.12,5.12,4.27961835,21.911645952,5.12
2275,2275,165958,1335275400,5.11,5.11,5.11,5.11,3.82540076,19.547797884,5.11
2276,2276,166015,1335278820,5.11,5.11,5.11,5.11,83.9,428.729,5.11
2277,2277,166018,1335279000,5.11,5.11,5.11,5.11,19.45596869,99.420000006,5.11
2278,2278,166103,1335284100,5.1,5.1,5.1,5.1,27.4696894,140.09541594,5.1
2279,2279,166105,1335284220,5.09,5.09,5.09,5.09,2.87774222,14.6477079,5.09
2280,2280,166107,1335284340,5.09,5.09,5.09,5.09,20.5353926,104.52514833,5.09
2281,2281,166147,1335286740,5.11,5.11,5.11,5.11,10.21330724,52.189999996,5.11
2282,2282,166192,1335289440,5.11,5.11,5.11,5.11,169.16638981,864.44025193,5.11
2283,2283,166204,1335290160,5.14,5.14,5.14,5.14,10.0,51.4,5.14
2284,2284,166238,1335292200,5.12,5.12,5.12,5.12,3.42139715,17.517553408,5.12
2285,2285,166273,1335294300,5.11,5.11,5.11,5.11,2.86642553,14.647434458,5.11
2286,2286,166303,1335296100,5.11,5.11,5.11,5.11,5.41029002,27.646582002,5.11
2287,2287,166386,1335301080,5.12,5.12,5.12,5.12,77.73632812,398.00999997,5.12
2288,2288,166549,1335310860,5.08,5.08,5.08,5.08,6.3,32.004,5.08
2289,2289,166942,1335334440,5.12,5.13,5.12,5.13,88.4,453.4324772,5.1293266652
2290,2290,166943,1335334500,5.13,5.13,5.13,5.13,50.4,258.552,5.13
2291,2291,166944,1335334560,5.13,5.13,5.13,5.13,10.174,52.19262,5.13
2292,2292,166974,1335336360,5.12,5.12,5.12,5.12,5.95227961,30.475671603,5.12
2293,2293,167186,1335349080,5.13,5.13,5.13,5.13,21.33528265,109.44999999,5.13
2294,2294,167215,1335350820,5.1,5.1,5.1,5.1,8.94587282,45.623951382,5.1
2295,2295,167216,1335350880,5.09,5.09,5.09,5.09,5.37803384,27.374192246,5.09
2296,2296,167217,1335350940,5.08,5.08,5.07,5.07,19.92688483,101.17876235,5.0775002322
2297,2297,167218,1335351000,5.06,5.06,5.06,5.06,2.798279,14.15929174,5.06
2298,2298,167224,1335351360,5.13,5.13,5.13,5.13,12.7582846,65.449999998,5.13
2299,2299,167280,1335354720,5.11,5.11,5.11,5.11,1.65366448,8.4502254928,5.11
2300,2300,167290,1335355320,5.12,5.12,5.12,5.12,2.72070312,13.929999974,5.12
2301,2301,167348,1335358800,5.08,5.08,5.08,5.08,115.8,588.264,5.08
2302,2302,167444,1335364560,5.11,5.11,5.11,5.11,20.0,102.2,5.11
2303,2303,167452,1335365040,5.11,5.11,5.11,5.11,15.94,81.4534,5.11
2304,2304,167583,1335372900,5.11,5.12,5.11,5.12,25.05178125,128.25485711,5.1195903331
2305,2305,167602,1335374040,5.13,5.13,5.13,5.13,15.49440272,79.486285954,5.13
2306,2306,167629,1335375660,5.14,5.14,5.14,5.14,19.9,102.286,5.14
2307,2307,167744,1335382560,5.1,5.1,5.05,5.05,100.0,505.83530847,5.0583530847
2308,2308,167745,1335382620,5.05,5.05,5.0,5.05,285.54041434,1434.0817307,5.0223424029
2309,2309,167749,1335382860,5.02,5.02,5.02,5.02,0.3,1.506,5.02
2310,2310,167750,1335382920,5.02,5.02,5.02,5.02,112.0,562.24,5.02
2311,2311,167751,1335382980,5.02,5.02,5.02,5.02,41.4,207.828,5.02
2312,2312,167754,1335383160,5.01,5.01,5.01,5.01,33.0,165.33,5.01
2313,2313,167760,1335383520,5.0,5.0,5.0,5.0,135.53932962,677.6966481,5.0
2314,2314,167761,1335383580,4.98,4.98,4.98,4.98,15.70601926,78.215975915,4.98
2315,2315,167762,1335383640,4.97,4.97,4.97,4.97,8.85,43.9845,4.97
2316,2316,167763,1335383700,4.96,4.96,4.96,4.96,6.10685483,30.289999957,4.96
2317,2317,167764,1335383760,4.95,4.95,4.95,4.95,3.05858585,15.139999958,4.95
2318,2318,167765,1335383820,4.92,4.92,4.92,4.92,21.83862759,107.44604774,4.92
2319,2319,167766,1335383880,4.91,4.91,4.91,4.91,118.33604884,581.0299998,4.91
2320,2320,167767,1335383940,4.9,4.9,4.9,4.9,174.40024487,854.56119986,4.9
2321,2321,167768,1335384000,4.89,4.89,4.89,4.89,18.01840489,88.109999912,4.89
2322,2322,167769,1335384060,4.88,4.88,4.88,4.88,4.86055763,23.719521234,4.88
2323,2323,167770,1335384120,4.87,4.87,4.87,4.87,10.08418882,49.109999553,4.87
2324,2324,167771,1335384180,4.86,4.86,4.86,4.86,64.4011378,312.98952971,4.86
2325,2325,167787,1335385140,4.93,4.98,4.93,4.98,4.99496259,24.716399237,4.9482651354
2326,2326,167792,1335385440,5.03,5.03,5.03,5.03,6.20399202,31.206079861,5.03
2327,2327,167806,1335386280,5.07,5.07,5.07,5.07,2.1,10.647,5.07
2328,2328,167810,1335386520,5.07,5.09,5.07,5.09,8.06009772,40.951119438,5.0807224503
2329,2329,167917,1335392940,5.11,5.12,5.11,5.12,3.22386653,16.491973352,5.1155881296
2330,2330,167918,1335393000,5.13,5.13,5.13,5.13,5.01303485,25.716868781,5.13
2331,2331,167924,1335393360,5.14,5.14,5.14,5.14,8.54813974,43.937438264,5.14
2332,2332,168147,1335406740,5.1,5.1,5.06,5.06,23.12503783,117.88761685,5.0978345512
2333,2333,168334,1335417960,5.06,5.06,5.05,5.05,11.67523128,59.005039006,5.0538646808
2334,2334,168560,1335431520,5.09,5.09,5.09,5.09,2.86620816,14.588999534,5.09
2335,2335,168563,1335431700,5.1,5.1,5.1,5.1,8.43982642,43.043114742,5.1
2336,2336,168570,1335432120,5.11,5.11,5.11,5.11,48.3772064,247.2075247,5.11
2337,2337,168574,1335432360,5.12,5.12,5.12,5.12,5.186658,26.55568896,5.12
2338,2338,168903,1335452100,5.11,5.11,5.11,5.11,6.41499999,32.780649949,5.11
2339,2339,168928,1335453600,5.11,5.11,5.11,5.11,0.51733584,2.6435861424,5.11
2340,2340,168931,1335453780,5.11,5.11,5.1,5.1,24.67058469,125.89180188,5.1029111576
2341,2341,168941,1335454380,5.12,5.12,5.12,5.12,25.60781326,131.11200389,5.12
2342,2342,168995,1335457620,5.1,5.1,5.1,5.1,24.3,123.93,5.1
2343,2343,168996,1335457680,5.1,5.1,5.1,5.1,22.7,115.77,5.1
2344,2344,168998,1335457800,5.1,5.1,5.1,5.1,1.865,9.5115,5.1
2345,2345,169020,1335459120,5.1,5.1,5.1,5.1,12.85882353,65.580000003,5.1
2346,2346,169083,1335462900,5.08,5.08,5.08,5.08,8.81531582,44.781804366,5.08
2347,2347,169230,1335471720,5.07,5.07,5.07,5.07,3.51733584,17.832892709,5.07
2348,2348,169247,1335472740,5.06,5.06,5.06,5.06,10.0211408,50.706972448,5.06
2349,2349,169248,1335472800,5.05,5.05,5.05,5.05,12.53570721,63.30532141,5.05
2350,2350,169258,1335473400,5.04,5.04,5.04,5.04,5.96845936,30.081035174,5.04
2351,2351,169259,1335473460,5.03,5.03,5.03,5.03,7.03838086,35.403055726,5.03
2352,2352,169260,1335473520,5.02,5.02,5.02,5.02,222.27131474,1115.802,5.02
2353,2353,169261,1335473580,5.01,5.01,5.01,5.01,73.5665589,368.56846009,5.01
2354,2354,169262,1335473640,5.01,5.01,5.0,5.0,55.4,277.192,5.003465704
2355,2355,169263,1335473700,5.0,5.0,4.98,4.98,13.05889496,65.139296901,4.9881170727
2356,2356,169264,1335473760,4.93,4.93,4.93,4.93,6.58240201,32.451241909,4.93
2357,2357,169265,1335473820,4.91,4.91,4.91,4.91,3.00021213,14.731041558,4.91
2358,2358,169266,1335473880,4.89,4.89,4.89,4.89,103.60348499,506.6210416,4.89
2359,2359,169267,1335473940,4.88,4.88,4.88,4.88,3.4209672,16.694319936,4.88
2360,2360,169268,1335474000,4.88,4.88,4.88,4.88,0.84,4.0992,4.88
2361,2361,169269,1335474060,4.86,4.86,4.86,4.86,1.93247684,9.3918374424,4.86
2362,2362,169279,1335474660,4.91,4.91,4.91,4.91,3.76674181,18.494702287,4.91
2363,2363,169286,1335475080,4.94,4.98,4.94,4.98,8.18609913,40.602630025,4.9599484908
2364,2364,169535,1335490020,5.03,5.06,5.03,5.06,8.89516296,44.87871436,5.0452942304
2365,2365,169956,1335515280,5.07,5.07,5.07,5.07,4.41573232,22.387762862,5.07
2366,2366,169967,1335515940,5.08,5.08,5.08,5.08,4.76048808,24.183279446,5.08
2367,2367,169968,1335516000,5.08,5.08,5.08,5.08,3.56431506,18.106720505,5.08
2368,2368,170329,1335537660,5.0,5.0,5.0,5.0,29.0,145.0,5.0
2369,2369,170330,1335537720,4.99,4.99,4.99,4.99,5.8,28.942,4.99
2370,2370,170331,1335537780,4.99,4.99,4.99,4.99,51.1,254.989,4.99
2371,2371,170332,1335537840,4.99,4.99,4.99,4.99,121.8,607.782,4.99
2372,2372,170337,1335538140,4.99,4.99,4.99,4.99,26.1,130.239,4.99
2373,2373,170405,1335542220,5.03,5.03,5.03,5.03,91.7,461.251,5.03
2374,2374,170406,1335542280,5.03,5.03,5.03,5.03,32.7,164.481,5.03
2375,2375,170436,1335544080,5.01,5.01,5.01,5.01,115.8,580.158,5.01
2376,2376,170437,1335544140,5.01,5.01,5.01,5.01,84.2,421.842,5.01
2377,2377,170456,1335545280,5.0,5.0,5.0,5.0,43.0,215.0,5.0
2378,2378,170501,1335547980,5.03,5.03,5.03,5.03,62.4,313.872,5.03
2379,2379,170504,1335548160,5.03,5.03,5.03,5.03,15.5,77.965,5.03
2380,2380,170511,1335548580,5.03,5.03,5.03,5.03,10.65611007,53.600233652,5.03
2381,2381,170536,1335550080,5.04,5.04,5.04,5.04,6.1,30.744,5.04
2382,2382,170642,1335556440,5.04,5.04,5.04,5.04,0.52220244,2.6319002976,5.04
2383,2383,171000,1335577920,5.07,5.07,5.07,5.07,39.16489785,198.5660321,5.07
2384,2384,171191,1335589380,5.03,5.03,5.03,5.03,1.0,5.03,5.03
2385,2385,171291,1335595380,5.03,5.03,5.02,5.02,7.1934565,36.133974691,5.0231727531
2386,2386,171294,1335595560,5.0,5.0,4.98,4.98,29.9,149.37884992,4.9959481577
2387,2387,171300,1335595920,4.98,4.98,4.96,4.96,10.2509937,50.896653069,4.9650457857
2388,2388,171302,1335596040,4.95,4.95,4.95,4.95,7.27724963,36.022385669,4.95
2389,2389,171313,1335596700,4.94,4.94,4.92,4.92,8.0972377,39.940785434,4.9326433179
2390,2390,171335,1335598020,4.92,4.92,4.91,4.91,9.6,47.140065041,4.9104234417
2391,2391,171361,1335599580,4.97,4.99,4.97,4.99,9.9,49.305199301,4.9803231617
2392,2392,171640,1335616320,4.96,4.96,4.96,4.96,7.7,38.192,4.96
2393,2393,171821,1335627180,4.93,4.93,4.93,4.93,4.23970492,20.901745256,4.93
2394,2394,171822,1335627240,4.92,4.92,4.92,4.92,5.88708807,28.964473304,4.92
2395,2395,171825,1335627420,4.91,4.91,4.9,4.9,7.6919741,37.741768493,4.9066426904
2396,2396,171858,1335629400,4.93,4.93,4.93,4.93,13.11967546,64.680000018,4.93
2397,2397,171892,1335631440,4.87,4.87,4.87,4.87,2.0,9.74,4.87
2398,2398,171926,1335633480,4.93,4.93,4.93,4.93,0.5,2.465,4.93
2399,2399,171986,1335637080,4.87,4.87,4.85,4.85,36.1,175.26161234,4.8548923085
2400,2400,172291,1335655380,4.91,4.91,4.91,4.91,5.40324894,26.529952295,4.91
2401,2401,172432,1335663840,4.92,4.93,4.92,4.93,5.58879096,27.512376903,4.9227779497
2402,2402,172540,1335670320,4.95,4.96,4.95,4.96,10.2879329,50.992098512,4.9564960238
2403,2403,172600,1335673920,4.86,4.86,4.81,4.81,31.5,152.39400553,4.8379049375
2404,2404,172639,1335676260,4.86,4.9,4.86,4.9,4.16013271,20.317214042,4.8837898832
2405,2405,172640,1335676320,4.9,4.9,4.9,4.9,4.28998842,21.020943258,4.9
2406,2406,173060,1335701520,4.91,4.91,4.91,4.91,6.5,31.915,4.91
2407,2407,173168,1335708000,4.91,4.91,4.91,4.91,0.5517825,2.709252075,4.91
2408,2408,174327,1335777540,4.92,4.92,4.92,4.92,3.1928657,15.708899244,4.92
2409,2409,174341,1335778380,4.92,4.92,4.92,4.92,6.42390369,31.605606155,4.92
2410,2410,174420,1335783120,4.9,4.9,4.9,4.9,107.7,527.73,4.9
2411,2411,174457,1335785340,4.93,4.93,4.93,4.93,6.3,31.059,4.93
2412,2412,174462,1335785640,4.9,4.9,4.9,4.9,1.7840505,8.74184745,4.9
2413,2413,174464,1335785760,4.93,4.94,4.93,4.94,1.76565656,8.7087755907,4.9323157108
2414,2414,174474,1335786360,4.94,4.94,4.94,4.94,0.09802496,0.4842433024,4.94
2415,2415,174478,1335786600,4.94,4.94,4.94,4.94,2.56072874,12.649999976,4.94
2416,2416,174483,1335786900,4.95,4.95,4.95,4.95,6.43931474,31.874607963,4.95
2417,2417,174485,1335787020,4.96,4.97,4.96,4.97,6.5802283,32.688394725,4.9676687851
2418,2418,174581,1335792780,4.95,4.95,4.95,4.95,1.42654639,7.0614046305,4.95
2419,2419,174592,1335793440,4.97,4.97,4.97,4.97,5.18699426,25.779361472,4.97
2420,2420,174618,1335795000,4.87,4.87,4.87,4.87,40.0,194.8,4.87
2421,2421,174641,1335796380,4.92,4.92,4.92,4.92,3.05229849,15.017308571,4.92
2422,2422,174645,1335796620,4.96,4.96,4.96,4.96,48.8,242.048,4.96
2423,2423,174648,1335796800,4.97,4.97,4.97,4.97,160.16498994,796.02,4.97
2424,2424,174652,1335797040,4.97,4.97,4.97,4.97,0.22334004,1.1099999988,4.97
2425,2425,174678,1335798600,4.97,4.97,4.97,4.97,21.94969819,109.09,4.97
2426,2426,174701,1335799980,4.92,4.92,4.92,4.92,0.92,4.5264,4.92
2427,2427,174713,1335800700,4.92,4.92,4.92,4.92,0.00799411,0.0393310212,4.92
2428,2428,174717,1335800940,4.97,4.97,4.97,4.97,13.72233401,68.20000003,4.97
2429,2429,174728,1335801600,4.98,4.98,4.98,4.98,2.40573653,11.980567919,4.98
2430,2430,174856,1335809280,4.98,4.98,4.98,4.98,3.5352298,17.605444404,4.98
2431,2431,174863,1335809700,4.99,4.99,4.99,4.99,7.06959298,35.27726897,4.99
2432,2432,174865,1335809820,5.0,5.0,5.0,5.0,7.27724963,36.38624815,5.0
2433,2433,174867,1335809940,5.01,5.02,5.01,5.02,21.48,107.77845338,5.0176188725
2434,2434,174900,1335811920,5.0,5.0,5.0,5.0,10.514,52.57,5.0
2435,2435,175395,1335841620,4.94,4.94,4.94,4.94,15.18164899,74.997346011,4.94
2436,2436,175406,1335842280,4.92,4.92,4.92,4.92,1.2640602,6.219176184,4.92
2437,2437,175407,1335842340,4.9,4.9,4.9,4.9,5.06979392,24.841990208,4.9
2438,2438,175408,1335842400,4.89,4.89,4.89,4.89,36.80572597,179.97999999,4.89
2439,2439,175409,1335842460,4.88,4.88,4.88,4.88,56.04527949,273.50096391,4.88
2440,2440,175410,1335842520,4.86,4.86,4.86,4.86,0.00812143,0.0394701498,4.86
2441,2441,175580,1335852720,4.92,4.92,4.92,4.92,64.1,315.372,4.92
2442,2442,175773,1335864300,4.91,4.91,4.91,4.91,2.0,9.82,4.91
2443,2443,175800,1335865920,4.93,4.93,4.93,4.93,5.3867563,26.556708559,4.93
2444,2444,175911,1335872580,4.93,4.93,4.93,4.93,26.59973179,131.13667772,4.93
